2024-10-14 18:40:17.866880,0,appu
2024-10-14 18:40:18.669373,0,appu
2024-10-14 18:40:18.787897,0,appu
2024-10-14 18:40:18.903371,0,appu
2024-10-14 18:40:19.054145,0,appu
2024-10-14 18:40:19.752258,0,appu
2024-10-14 18:40:24.898672,0,appu
2024-10-14 18:40:25.035948,0,appu
2024-10-14 18:40:25.155056,0,appu
2024-10-14 18:40:25.330842,0,appu
2024-10-14 18:40:25.484332,0,appu
2024-10-14 18:40:25.599810,0,appu
2024-10-14 18:40:25.738165,0,appu
2024-10-14 18:40:25.884385,0,appu
2024-10-14 18:40:26.015694,0,appu
2024-10-14 18:40:35.686065,0,unknown
2024-10-14 18:40:41.112744,0,appu
2024-10-14 18:40:41.331169,0,appu
2024-10-14 18:40:41.462747,0,appu
2024-10-14 18:40:41.577767,0,appu
2024-10-14 18:40:41.715190,0,appu
2024-10-14 18:40:41.832144,0,appu
2024-10-14 18:40:41.999914,0,appu
2024-10-14 18:40:42.137404,0,appu
2024-10-14 18:40:42.263763,0,appu
2024-10-14 18:40:42.383695,0,appu
2024-10-14 18:40:42.902544,0,unknown
2024-10-14 18:40:43.039292,0,unknown
2024-10-14 18:40:43.266133,0,unknown
2024-10-14 18:40:43.380320,0,unknown
2024-10-14 18:40:43.596323,0,appu
2024-10-14 18:40:43.717178,0,appu
2024-10-14 18:40:43.838364,0,appu
2024-10-14 18:40:43.953729,0,appu
2024-10-14 18:40:44.088252,0,appu
2024-10-14 18:40:45.624983,0,appu
2024-10-14 18:40:45.766618,0,appu
2024-10-14 18:40:45.876686,0,appu
2024-10-14 18:40:45.993798,0,appu
2024-10-14 18:40:47.676164,0,appu
2024-10-14 18:40:47.812879,0,appu
2024-10-14 18:40:47.930257,0,appu
2024-10-14 18:40:48.058962,0,ribin
2024-10-14 18:40:48.201360,0,appu
2024-10-14 18:40:48.331649,0,appu
2024-10-14 18:40:48.447268,0,ribin
2024-10-14 18:40:48.594562,0,appu
2024-10-14 18:40:48.740990,0,appu
2024-10-14 18:40:48.869796,0,ribin
2024-10-14 18:40:48.987767,0,appu
2024-10-14 18:40:49.126769,0,appu
2024-10-14 18:40:49.252396,0,appu
2024-10-14 18:40:49.379958,0,appu
2024-10-14 18:40:49.506997,0,appu
2024-10-14 18:40:55.323125,0,appu
2024-10-14 18:40:55.458735,0,appu
2024-10-14 18:40:55.592357,0,appu
2024-10-14 18:40:55.719859,0,appu
2024-10-14 18:40:55.851654,0,appu
2024-10-14 18:40:55.985896,0,appu
2024-10-14 18:40:56.106083,0,appu
2024-10-14 18:40:56.231721,0,unknown
2024-10-14 18:40:56.255004,0,appu
2024-10-14 18:40:56.389235,0,appu
2024-10-14 18:40:59.347414,0,unknown
2024-10-14 18:41:00.683842,0,unknown
2024-10-14 18:41:08.094898,0,unknown
2024-10-14 18:41:08.203661,0,unknown
2024-10-14 18:41:08.295848,0,unknown
2024-10-14 18:41:09.112509,0,unknown
2024-10-14 18:41:09.228355,0,appu
2024-10-14 18:41:09.250649,0,unknown
2024-10-14 18:41:09.265991,0,unknown
2024-10-14 18:41:09.390952,0,unknown
2024-10-14 18:41:25.903507,0,unknown
2024-10-14 18:41:29.032509,0,unknown
2024-10-14 18:41:30.251546,0,unknown
2024-10-14 18:41:30.429953,0,unknown
2024-10-14 18:41:31.216419,0,unknown
2024-10-14 18:41:33.628290,0,unknown
2024-10-14 18:41:55.618602,0,appu
2024-10-14 18:41:55.816737,0,appu
2024-10-14 18:41:56.150304,0,ribin
2024-10-14 18:41:56.420046,0,ribin
2024-10-14 18:41:56.525282,0,ribin
2024-10-14 18:41:56.642271,0,ribin
2024-10-14 18:41:56.742422,0,ribin
2024-10-14 18:41:56.842345,0,ribin
2024-10-14 18:41:56.927721,0,ribin
